,index,coffee_name,total_score,roaster_location,coffee_origin,roast_level,est_price,agtron_ground,agtron_roast,price_per_ounce,origin_country,roast_level2,roast_level_count,total_score2,total_score_count
701,702,Geisha Spirit,94.0,"Manassas, Virginia","Tolima Department, Colombia",Medium Light,$39.50/12 ounces,58.0,78.0,39.5,Colombia,,,,
702,703,Colombia Sudan Rume,95.0,"San Diego, California","Valle del Cauca Department, Colombia",Light,$80.00/8 ounces,64.0,82.0,80.0,Colombia,,,,
703,704,El Duende Peru,94.0,"Madison, Wisconsin","Huarango, San Ignacio, Cajamarca growing region, Peru",Medium Light,$17.00/12 ounces,58.0,76.0,17.0,Peru,,,,
704,705,Ethiopia Yirgacheffe G1 Idido Natural,95.0,"Yilan, Taiwan","Gedeo Zone, SNNP Region, southern Ethiopia",Light,NT $550/200 grams,65.0,85.0,19.400352733686066,Ethiopia,,,,
705,706,Colombia Pink Bourbon Filadelfia,95.0,"San Diego, California","Huila Department, Colombia",Light,$26.00/10 ounces,64.0,82.0,26.0,Colombia,,,,
706,707,Ethiopia Kayon Mountain,94.0,"Tucson, Arizona","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium Light,$20.00/12 ounces,60.0,78.0,20.0,Ethiopia,,,,
707,708,Kenya,95.0,"Taipei City, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $600/227 grams,62.0,77.0,21.164021164021165,Kenya,,,,
708,709,Karen J Kona Red Bourbon,96.0,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium Light,$54.95/8 ounces,58.0,78.0,54.95,,,,,
709,710,Ethiopia Worka Sakaro,95.0,"Floyd, Virginia","Gedeb District, Gedeo Zone, southern Ethiopia",Medium Light,$22.00/12 ounces,60.0,78.0,22.0,Ethiopia,,,,
710,711,Colombia Geisha,94.0,"San Diego, California","Planadas, Tolima, Colombia",Medium Light,$24.00/8 ounces,58.0,76.0,24.0,Colombia,,,,
711,712,Colombia Don Ruiz Anaerobic,95.0,"Lexington, Virginia","Caldas, Colombia",Medium Light,$28.50/12 ounces,60.0,78.0,28.5,Colombia,,,,
712,713,Colombia FUDAM Nariño,94.0,"Lexington, Virginia","La Union, Nariño, Colombia",Light,$18.50/12 ounces,62.0,80.0,18.5,Colombia,,,,
713,714,Ethiopia Durato Bombe,95.0,"Miami, Florida","Sidamo growing region, southern Ethiopia",Light,$24.00/12 ounces,68.0,92.0,24.0,Ethiopia,,,,
714,715,Pantan Musara Sumatra,94.0,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium Light,$21.00/12 ounces,58.0,76.0,21.0,Indonesia,,,,
715,716,Sumatra Takengon Gayo Natural,94.0,"Portland, Maine","Aceh Province, Sumatra, Indonesia",Light,$21.50/16 ounces,62.0,80.0,21.5,Indonesia,,,,
716,717,Nano Genji #7,95.0,"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium Light,$19.00/12 ounces,58.0,78.0,19.0,Ethiopia,,,,
717,718,Panama Auromar Camilina Geisha Natural,95.0,"Henderson, Nevada","Piedra Candela, Chiriqui Province, far western Panama",Medium Light,$50.00/4 ounces,60.0,78.0,50.0,Panama,,,,
718,719,Tio Conejo Colombia,94.0,"Madison, Wisconsin","Vereda Santa Rita, Manizales, Caldas, Colombia",Medium Light,$18.00/8 ounces,58.0,76.0,18.0,Colombia,,,,
719,720,Panama Auromar Ironman Geisha Washed Process,94.0,"Henderson, Nevada","Piedra Candela, Chiriqui Province, far western Panama",Medium Light,$50.00/4 ounces,60.0,78.0,50.0,Panama,,,,
720,721,Cruz Loma,94.0,"Madison, Wisconsin","San José de Minas, Pichincha Province, Ecuador",Medium Light,$25.00/8 ounces,57.0,75.0,25.0,Ecuador,,,,
721,722,Panama Elida Washed Gesha,95.0,"Jersey City, New Jersey","Boquete growing region, western Panama",Light,$60.00/150 grams,64.0,84.0,2.1164021164021163,Panama,,,,
722,723,El Salvador Finca La Esperanza,94.0,"Chia-Yi, Taiwan","Apaneca-Ilamatepec, El Salvador",Medium Light,$14.00/230 grams,62.0,78.0,0.49382716049382713,Salvador,,,,
723,724,Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed,95.0,"Taipei, Taiwan","Boquete growing region, Panama",Medium Light,NT $1250/60 grams,60.0,77.0,44.091710758377424,Panama,,,,
724,725,Quartet Kaffe Blend No.10,94.0,"Taipei, Taiwan",Ethiopia; Kenya; Bolivia; Panama,Medium Light,NT $500/200 grams,56.0,72.0,17.636684303350968,Panama,,,,
725,726,Ethiopia Anasora Extended Natural Special Lot,94.0,"Taipei, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium Light,NT $880/200 grams,60.0,76.0,31.040564373897706,Ethiopia,,,,
726,727,Ethiopia Honey Yirgacheffe Idido G1,95.0,"Chia-Yi, Taiwan","Gedeo Zone, SNNP Region, southern Ethiopia",Medium Light,NT $350/8 ounces,60.0,80.0,350.0,Ethiopia,,,,
727,728,Taiwan Natural Alishan Ching-Ye Farm,94.0,"Chia-Yi, Taiwan","Alishan, Chia-Yi, Taiwan",Medium Light,NT $550/4 ounces,58.0,76.0,550.0,Taiwan,,,,
728,729,Hawaii Ka‘ū Bourbon Anaerobic Natural,95.0,"Minneapolis, Minnesota","Ka‘ū growing region, Big Island of Hawai’i",Medium Light,$30.00/4 ounces,57.0,74.0,30.0,,,,,
729,730,Chelchele Ethiopia,94.0,"Madison, Wisconsin","Gedeb District, Gedeo Zone, southern Ethiopia",Medium Light,$19.00/12 ounces,58.0,78.0,19.0,Ethiopia,,,,
730,731,Colombia Antioquia Magico,94.0,"Minneapolis, Minnesota","Urrao, Antioquia Department, Colombia",Light,$19.00/6 ounces,62.0,80.0,19.0,Colombia,,,,
731,732,Costa Rica Hacienda La Minita,94.0,"Bozeman, Montana","Los Santos, Tarrazú, Costa Rica",Medium Light,$17.50/12 ounces,57.0,73.0,17.5,Rica,,,,
732,733,El Salvador Aida Batlle La Florida Natural,95.0,"Ventura, California","Apaneca-Ilamatepec growing region, El Salvador",Medium Light,$18.65/12 ounces,56.0,74.0,18.65,Salvador,,,,
733,734,Colombia Geisha Cordillera,95.0,"San Diego, California","Santa Barbara, Antioquia Department, Colombia",Medium Light,$65.00/8 ounces,58.0,78.0,65.0,Colombia,,,,
734,735,Ethiopia Raro Boda,94.0,"San Diego, California","Guji Zone, Oromia Region, Southern Ethiopia",Medium Light,$22.00/12 ounces,56.0,74.0,22.0,Ethiopia,,,,
735,736,Costa Rica Bounty Gesha,94.0,"Lee, Massachusetts","Dota, Tarrazú growing region, Costa Rica",Medium Light,$39.45/12 ounces,60.0,78.0,39.45,Rica,,,,
736,737,Panama Static Gesha Natural,95.0,"Topeka, Kansas","Boquete growing region, Panama",Medium Light,$45.00/12 ounces,58.0,77.0,45.0,Panama,,,,
737,738,Panama La Mula Geisha Washed,95.0,"Yilan, Taiwan","Chiriqui Province, western Panama",Light,NT $1800/60 grams,60.0,82.0,63.49206349206349,Panama,,,,
738,739,Esmeralda Estate Panama Geisha,94.0,"London, England","Boquete growing region, western Panama",,£50/10 capsules,0.0,0.0,,Panama,,,,
739,740,Costa Rica San Gabriel SL28 Anaerobic Natural,94.0,"Yilan, Taiwan","Mercedes Sur, Turrubares, San José Province, Costa Rica",Medium Light,NT $600/200 grams,58.0,76.0,21.164021164021165,Rica,,,,
740,741,Burundi Kibingo Intenso,94.0,"Glendale, California","Kayanza Province, Burundi",Medium Light,$21.00/12 ounces,57.0,74.0,21.0,Burundi,,,,
741,742,Ecuador Peñaherrera AAA,95.0,"San Diego, California","Ibarra, Imbabura Province, Ecuador",Medium Light,$25.00/12 ounces,58.0,76.0,25.0,Ecuador,,,,
742,743,Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,95.0,"Topeka, Kansas","Alto Quiel, Panama",Medium Light,$65.00/8 ounces,60.0,77.0,65.0,Panama,,,,
743,744,Kona SL34 Champagne Natural Uluwehi Farm,95.0,"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium Light,$30.00/4 ounces,58.0,76.0,30.0,,,,,
744,745,Ethiopia Yirgacheffe Adado,94.0,"Harrisonburg, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium Light,$18.99/12 ounces,60.0,78.0,18.99,Ethiopia,,,,
745,746,Tanzania Mbeya Mimba,95.0,"Lexington, Virginia","Mbozi, Mbeya growing region, southwestern Tanzania",Medium Light,$18.75/12 ounces,58.0,76.0,18.75,Tanzania,,,,
746,747,Costa Rica La Chumeca,94.0,"Lexington, Virginia","Santa Maria de Dota, Costa Rica",Medium Light,$23.00/12 ounces,60.0,78.0,23.0,Rica,,,,
747,748,Gesha Spirits,95.0,"San Diego, California","Huila, Colombia",Medium Light,$24.50/5.5 ounces,60.0,77.0,24.5,Colombia,,,,
748,749,Kenya Nyeri Hill Farm AA TOP,94.0,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $349/8 ounces,59.0,79.0,349.0,Kenya,,,,
749,750,Costa Rica Las Montañas Honey,94.0,"Thermopolis, Wyoming","Tarrazú growing region, Costa Rica",Medium Light,$14.00/12 ounces,60.0,78.0,14.0,Rica,,,,
750,751,Colombia Finca La Guaca Ají,94.0,"San Rafael, California","Pitalito Municipality, Huila Department, Colombia",Light,$19.50/6 ounces,62.0,80.0,19.5,Colombia,,,,
751,752,Kenya Washed Kiambu Uklili AB Espresso,96.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium Light,NT $400/8 ounces,54.0,72.0,400.0,Kenya,,,,
752,753,Karatina Kenya,95.0,"Madison, Wisconsin","Nyeri County, Kenya",Medium Light,$23.00/12 ounces,58.0,76.0,23.0,Kenya,,,,
753,754,Karamo Ethiopia,94.0,"Madison, Wisconsin","Sidama growing region, Ethiopia",Medium Light,$19.00/12 ounces,60.0,78.0,19.0,Ethiopia,,,,
754,755,Ethiopia Natural Shakisso Mormora 74112,95.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $325/8 ounces,54.0,76.0,325.0,Ethiopia,,,,
755,756,Ethiopia Washed Shakisso Mormora 74112,95.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $325/8 ounces,58.0,78.0,325.0,Ethiopia,,,,
756,757,Tang Bohu Espresso Blend,95.0,"Taoyuan, Taiwan",Ethiopia; Kenya; Colombia; Costa Rica,Medium,NT $650/8 ounces,45.0,70.0,650.0,Rica,,,,
757,758,Colombia Quindio Anaerobic Natural,94.0,"Minneapolis, Minnesota","Quindio Department, Colombia",Medium Light,$30.00/12 ounces,60.0,78.0,30.0,Colombia,,,,
758,759,Colombia Tres Dragones Natural,94.0,"Topeka, Kansas","Caicedonia, Valle de Cauca Department, Colombia",Medium Light,$25.00/12 ounces,58.0,76.0,25.0,Colombia,,,,
759,760,Colombia Finca Jardines del Eden Ice Fermentation Natural,94.0,"Yilan, Taiwan","Cauca Department, Colombia",Medium Light,NT $500/100 grams,58.0,74.0,17.636684303350968,Colombia,,,,
760,761,Honduras Natural San Vicente Belarmino Contreras Pacas,94.0,"Chia-Yi, Taiwan","Santa Barbara Department, Honduras",Medium Light,NT $275/8 ounces,58.0,78.0,275.0,Honduras,,,,
761,762,Chasing Horizon Natural Espresso,95.0,"Taoyuan, Taiwan",Ethiopia,Medium,NT $800/8 ounces,48.0,64.0,800.0,Ethiopia,,,,
762,763,Supernatural,95.0,"Lee, Massachusetts","Sidama Region, south-central Ethiopia",Medium Light,$18.45/12 ounces,56.0,74.0,18.45,Ethiopia,,,,
763,764,Ethiopia Alemaza Natural SOE,95.0,"Taipei, Taiwan","Sidama Region, south-central Ethiopia",Medium Light,NT $360/8 ounces,58.0,77.0,360.0,Ethiopia,,,,
764,765,Kona Natural Espresso,95.0,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium Light,$62.95/8 ounces,57.0,77.0,62.95,,,,,
765,766,Colombia Tres Dragones,95.0,"Jersey City, New Jersey","Caicedonia, Valle de Cauca Department, Colombia",Medium Light,$22.50/10 ounces,60.0,76.0,22.5,Colombia,,,,
766,767,Colombia Quindio Anaerobic Natural,94.0,"Minneapolis, Minnesota","Quindio Department, Colombia",Medium Light,$30.00/12 ounces,61.0,79.0,30.0,Colombia,,,,
767,768,Colombia Pink Bourbon,94.0,"Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",Medium Light,$19.00/6 ounces,60.0,77.0,19.0,Colombia,,,,
768,769,Peru Gesha,94.0,"Manlius, New York","Pacaybamba growing region, Peru",Medium Light,$30.00/12 ounces,60.0,77.0,30.0,Peru,,,,
769,770,Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,95.0,"New Taipei City, Taiwan","San Lorenzo, Saraguro, Loja, Ecuador",Light,NT $330/113 grams,64.0,84.0,11.64021164021164,Ecuador,,,,
770,771,Panama Finca Deborah Afterglow Geisha Natural,95.0,"Macao, China","Volcán growing region, Chiriquí Province, Panama",Light,HKD $498/105 grams,62.0,80.0,,Panama,,,,
771,772,Colombia Exótico De Altura,94.0,"Charlotte, North Carolina","Giraldo, Antioquia, Colombia",Medium Light,$18.00/12 ounces,54.0,74.0,18.0,Colombia,,,,
772,773,Ethiopia Dawencho 74110 Natural Espresso,94.0,"Taipei, Taiwan","Arbegona, Sidama Region, Ethiopia",Medium Light,NT $620/100 grams,58.0,77.0,21.869488536155202,Ethiopia,,,,
773,774,Kenya Nyeri Yerihar AA Top Lot 21/01,94.0,"Douliou City, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $450/220 grams,57.0,78.0,15.873015873015872,Kenya,,,,
774,775,Colombia Wush Wush Dynamic Natural,95.0,"Osaka, Japan","San Augustín, Huila Department, Colombia",Light,$33.00/200 grams,75.0,93.0,1.164021164021164,Colombia,,,,
775,776,Rwanda Gatare,94.0,"San Diego, California","Nyamasheke District, Western Province, Rwanda",Medium Light,$22.00/12 ounces,58.0,80.0,22.0,Rwanda,,,,
776,777,Costa Rica Naranjo Danilo Salazar Arias,94.0,"Portland, Maine","Alajuela, Costa Rica",Medium Light,$23.00/12 ounces,60.0,77.0,23.0,Rica,,,,
777,778,Ethiopia Guji Shakiso G1 Honey,94.0,"Taoyuan, Taiwan","Sidama growing region, southern Ethiopia",Medium Light,NT $400/8 ounces,59.0,77.0,400.0,Ethiopia,,,,
778,779,Yemen Haraaz Red Mahal Aqeeq ul Station Natural,97.0,"Topeka, Kansas","Sharqi, Haraaz, Yemen",Medium Light,$35.00/8 ounces,58.0,76.0,35.0,Yemen,,,,
779,780,Brazil Fazenda Samambaia Natural Fermentation Arara,95.0,"Chia-Yi, Taiwan","Santo Antônio do Amparo, Minas Gerais State, Brazil",Medium Light,NT $600/8 ounces,58.0,76.0,600.0,Brazil,,,,
780,781,Costa Rica Canet Musician Series Bach Raisin Honey,94.0,"Taipei, Taiwan","Tarrazu, Costa Rica",Medium Light,NT $550/227 grams,60.0,77.0,19.400352733686066,Rica,,,,
781,782,Peru Amazonas Los Santos Geisha Natural,95.0,"Taipei, Taiwan","Utcubamba Province, Amazonas region, northern Peru",Light,NT $950/227 grams,64.0,80.0,33.50970017636684,Peru,,,,
782,783,Ethiopia Odola Washed,95.0,"Bozeman, Montana","Uraga, Guji Zone, Oromia Region, Southern Ethiopia",Light,$18.95/12 ounces,60.0,82.0,18.95,Ethiopia,,,,
783,784,Minanga Village Sulawesi,94.0,"Madison, Wisconsin","Toraja growing region, south-central Sulawesi, Indonesia",Medium Light,$24.00/12 ounces,54.0,72.0,24.0,Indonesia,,,,
784,785,Ka‘ū Tropical Punch Washed,94.0,"Minneapolis, Minnesota","Ka‘ū, Big Island of Hawai’i",Medium Light,$25.00/4 ounces,58.0,74.0,25.0,,,,,
785,786,Kenya Peaberry Top Hill Farm Espresso,95.0,Taiwan,"Nyeri growing region, south-central Kenya",Medium,NT $550/200 grams,45.0,58.0,19.400352733686066,Kenya,,,,
786,787,Ethiopia Belayneh Bariso Natural,95.0,"Bozeman, Montana","Sidama growing region, southern Ethiopia",Medium Light,$19.50/12 ounces,58.0,76.0,19.5,Ethiopia,,,,
787,788,Kona SL34 Champagne Natural Uluwehi Farm,94.0,"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium Light,$30.00/4 ounces,57.0,74.0,30.0,,,,,
788,789,Yemen Al Mashtal Al Burhani,95.0,"Minneapolis, Minnesota","Haraaz, Yemen",Medium Light,$30.00/4 ounces,58.0,74.0,30.0,Yemen,,,,
789,790,Ka‘ū Lactic Natural,95.0,"Minneapolis, Minnesota","Ka‘ū, Big Island of Hawai‘i",Medium Light,$30.00/4 ounces,60.0,77.0,30.0,,,,,
790,791,Colombia Finca El Paraiso Castillo Red Plum,94.0,"Minneapolis, Minnesota","Cauca Department, Colombia",Light,$16.00/4 ounces,62.0,80.0,16.0,Colombia,,,,
791,792,Ethiopia Guji Uraga Tebe Burku Natural,94.0,"Taipei City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium Light,NT $350/227 grams,58.0,74.0,12.345679012345679,Ethiopia,,,,
792,793,British Style Espresso Blend,95.0,"Taipei City, Taiwan",Panama; Honduras; Ethiopia,Medium,NT $500/227 grams,50.0,64.0,17.636684303350968,Ethiopia,,,,
793,794,Costa Rica Brunca Rivense Las Moras Black Honey,94.0,"Taipei City, Taiwan","Brunca growing region, Costa Rica",Medium Light,NT $400/ 227 grams,62.0,76.0,14.109347442680775,Rica,,,,
794,795,Ethiopia Yirgacheffe Hama Washed,94.0,"Taipei City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $350/227 grams,62.0,76.0,12.345679012345679,Ethiopia,,,,
795,796,Peru Washed Santa Monica Gesha,96.0,"Chia-Yi, Taiwan","Amaybamba, Cusco, Peru",Medium Light,NT $700/4 ounces,58.0,77.0,700.0,Peru,,,,
796,797,Taiwan Washed Alishan Ching-Ye Farm SL34,94.0,"Chia-Yi, Taiwan","Alishan, Chia-Yi City, Taiwan",Medium Light,NT $400/4 ounces,56.0,74.0,400.0,Taiwan,,,,
797,798,Ethiopia Guji Odo Shakiso,94.0,"Harrisonburg, Virginia","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,$17.99/ 12 ounces,60.0,76.0,17.99,Ethiopia,,,,
798,799,Ethiopia Sidamo Karamo,95.0,"San Diego, California","Sidamo growing region, southern Ethiopia",Light,$26.00/12 ounces,62.0,80.0,26.0,Ethiopia,,,,
799,800,Gigesa Ethiopia,94.0,"Madison, Wisconsin","Guji Zone, Oromia Region, Ethiopia",Medium Light,$19.00/12 ounces,56.0,74.0,19.0,Ethiopia,,,,
800,801,Oahu Triple-Bourbon “Sparkling” Yeast Ferment,94.0,"Pahala, Hawai'i","Maunawili growing region, southeastern Oahu, Hawaii",Medium Light,$17.00/4 ounces,54.0,74.0,17.0,Hawaii,,,,
801,802,Colombia Ibague Tolima,94.0,"San Diego, California","Tolima Department, Colombia",Light,$26.00/12 ounces,64.0,80.0,26.0,Colombia,,,,
802,803,Kenya Karatu,94.0,"Kiambu County, Kenya","Kiambu County, Kenya",Medium Light,$23.50/12 ounces,60.0,76.0,23.5,Kenya,,,,
803,804,Ecuador Taza Dorada Finca Cruz Loma,96.0,"Minneapolis, Minnesota","San Jose de Minas, Pichincha, Ecuador",Medium Light,$140.00/4 ounces,60.0,77.0,140.0,Ecuador,,,,
804,805,Kona Bourbon Champagne Natural Uluwehi Farm,95.0,"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium Light,$30.00/4 ounces,57.0,74.0,30.0,,,,,
805,806,Panama Hacienda La Esmeralda Geisha Washed,95.0,"Yilan, Taiwan","Boquete growing region, western Panama",Medium,NT $800/100 grams,46.0,60.0,28.21869488536155,Panama,,,,
806,807,Peru Garden of Eden Farcent Geisha Anaerobic Washed,94.0,"Yilan, Taiwan","Villa Rica District, Pasco Department, Peru",Medium Light,NT $700/100 grams,62.0,78.0,24.691358024691358,Peru,,,,
807,808,Pointu Laurina,95.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium,$65.95/8 ounces,46.0,60.0,65.95,,,,,
808,809,Ecuador Finca Cruz Loma,95.0,"Taoyuan, Taiwan","San Jose de Minas, Pichincha, Ecuador",Medium Dark,NT $3600/100 grams,40.0,54.0,126.98412698412697,Ecuador,,,,
809,810,Aged Sumatra Semiga,94.0,"Minneapolis, Minnesota","Simalungun, Sumatra, Indonesia",Medium Dark,$30.00/12 ounces,40.0,50.0,30.0,Indonesia,,,,
810,811,Indonesia Sumatra Kerinci Valley,94.0,"San Diego, California","Mount Kerinci Highlands, Sumatra, Indonesia",Medium,$24.50/12 ounces,47.0,60.0,24.5,Indonesia,,,,
811,812,Ka’u Classic Dark,94.0,"Pahala, Hawai'i","Ka’u growing region, Big Island of Hawai’i",Medium,$19.95/7 ounces,47.0,61.0,19.95,,,,,
812,813,Sumatra Boru Batak,95.0,"San Diego, California","Lintongnihuta, northern Sumatra, Indonesia",Medium Light,$17.50/10 ounces,57.0,79.0,17.5,Indonesia,,,,
813,814,Barokah Honey Sumatra,95.0,"Madison, Wisconsin","Gunung Tujuh, Kerinci, Sumatra, Indonesia",Medium Light,$19.00/12 ounces,58.0,80.0,19.0,Indonesia,,,,
814,815,Colombia Finca La Primavera Sidra,96.0,"Minneapolis, Minnesota","Huila, Colombia",Light,$48.00/12 ounces,64.0,82.0,48.0,Colombia,,,,
815,816,Ethiopia Natural Guji Dasaya SP,95.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $350/8 ounces,58.0,78.0,350.0,Ethiopia,,,,
816,817,Ethiopia Anaerobic Shantawene,94.0,"Manlius, New York","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$20.00/12 ounces,58.0,80.0,20.0,Ethiopia,,,,
817,818,Ethiopia Bensa Asefa Qonqana,94.0,"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Light,$26.00/12 ounces,64.0,86.0,26.0,Ethiopia,,,,
818,819,Ethiopia Durato Bombe,94.0,"Charlotte, North Carolina","Bombe mountains, Sidama Region, southern Ethiopia",Medium Light,$19.00/12 ounces,58.0,78.0,19.0,Ethiopia,,,,
819,820,Ethiopia Washed Shantawene,94.0,"Manlius, New York","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$20.00/12 ounces,60.0,78.0,20.0,Ethiopia,,,,
820,821,Indonesia Sumatra Natural Aceh Musara SC19,94.0,"Chia-Yi, Taiwan","Aceh Province, northern Sumatra Indonesia",Light,NT $350/ 8 ounces,62.0,80.0,350.0,Indonesia,,,,
821,822,Kenya Washed Kabingara AA,94.0,"Chia-Yi, Taiwan","Kirinyaga County, south-central Kenya",Medium Light,NT $360/8 ounces,57.0,77.0,360.0,Kenya,,,,
822,823,Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,95.0,"New Taipei City, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $750/227 grams,57.0,77.0,26.455026455026452,Kenya,,,,
823,824,Lugmapata Ecuador,95.0,"Madison, Wisconsin","Pallatanga, Chimborazo Province, Ecuador",Medium Light,$18.00/8 ounces,60.0,80.0,18.0,Ecuador,,,,
824,825,Red Sunset by Andres Cardona,94.0,"San Diego, California","Santa Bárbara, Antioquia Department, Colombia",Medium Light,$24.00/12 ounces,55.0,73.0,24.0,Colombia,,,,
825,826,Macarena Colombia,94.0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Medium Light,$18.00/8 ounces,60.0,78.0,18.0,Colombia,,,,
826,827,Haraaz Red Yemen,94.0,"Madison, Wisconsin","Al Mashtal ul Burhani, Yemen",Medium Light,$25.00/8 ounces,58.0,78.0,25.0,Yemen,,,,
827,828,El Salvador Anarquia Pacamara,94.0,"Buffalo, New York","Apaneca, El Salvador",Light,$22.00/12 ounces,60.0,82.0,22.0,Salvador,,,,
828,829,Colombia Sidra Natural Signature Selection,96.0,"San Diego, California","Caicedonia, Valle de Cauca Department, Colombia",Light,$69.00/6 ounces,62.0,80.0,69.0,Colombia,,,,
